name,energy,moisuture,protein,lipid,carbohydrate,ash,sodium,potassium,calcium,magnesium,phosphorus,iron,zinc,copper,manganese,retinol,carotene,inRetinolAmount,vitaminD,vitaminE,vitaminK,vitaminB1,vitaminB2,niacin,vitaminB6,vitaminB12,folicAcid,pantothenicAcid,vitaminC,saturatedFattyAcid,monounsaturatedFattyAcid,polyunsaturatedFattyAcid,cholesterol,waterSolubleFiberContaining,waterUnsolubleFiberContaining,totalFiberContaining,solt
アンズジャム,2.62,0.345,0.003,0.001,0.649,0.002,0.1,0.75,0.08,0.04,0.06,0.002,0.001,0.0002,0.0002,0,4.7,0.79,0,0.004,0,0.0001,0,0.002,0.0002,0,0.01,0,0,0,0,0,0,0.005,0.002,0.007,0
低糖アンズジャム,2.05,0.488,0.004,0.001,0.505,0.002,0.18,0.8,0.11,0.04,0.07,0.003,0.001,0.0003,0.0003,0,6.9,1.2,0,0.005,0,0.0001,0.0001,0.002,0.0002,0,0.02,0,0,0,0,0,0,0.009,0.003,0.012,0
いちご,0.34,0.9,0.009,0.001,0.085,0.005,0,1.7,0.17,0.13,0.31,0.003,0.002,0.0005,0.002,0,0.18,0.03,0,0.004,0,0.0003,0.0002,0.004,0.0004,0,0.9,0.0033,0.62,0.0001,0.0001,0.0005,0,0.005,0.009,0.014,0
イチゴ,0.34,0.9,0.009,0.001,0.085,0.005,0,1.7,0.17,0.13,0.31,0.003,0.002,0.0005,0.002,0,0.18,0.03,0,0.004,0,0.0003,0.0002,0.004,0.0004,0,0.9,0.0033,0.62,0.0001,0.0001,0.0005,0,0.005,0.009,0.014,0
いちごジャム,2.56,0.36,0.004,0.001,0.633,0.002,0.06,0.67,0.09,0.07,0.13,0.002,0.001,0.0003,0.0014,0,0,0,0,0.001,0,0.0001,0.0001,0.002,0.0002,0,0.23,0.0008,0.09,0,0,0,0,0.007,0.006,0.013,0
イチゴジャム,2.56,0.36,0.004,0.001,0.633,0.002,0.06,0.67,0.09,0.07,0.13,0.002,0.001,0.0003,0.0014,0,0,0,0,0.001,0,0.0001,0.0001,0.002,0.0002,0,0.23,0.0008,0.09,0,0,0,0,0.007,0.006,0.013,0
低糖イチゴジャム,1.97,0.507,0.005,0.001,0.484,0.003,0.12,0.79,0.12,0.08,0.14,0.004,0.001,0.0003,0.0022,0,0,0,0,0.002,0,0.0001,0.0001,0.002,0.0003,0,0.27,0.0006,0.1,0,0,0,0,0.007,0.004,0.011,0
イチジク,0.54,0.846,0.006,0.001,0.143,0.004,0.02,1.7,0.26,0.14,0.16,0.003,0.002,0.0006,0.0008,0,0.18,0.03,0,0.004,0,0.0003,0.0003,0.002,0.0007,0,0.22,0.0023,0.02,0,0,0,0,0.007,0.012,0.019,0
いよかん,0.46,0.867,0.009,0.001,0.118,0.005,0.02,1.9,0.17,0.14,0.18,0.002,0.001,0.0004,0.0007,0,1.6,0.26,0,0.001,0,0.0006,0.0003,0.003,0.0007,0,0.19,0.0036,0.35,0,0,0,0,0.005,0.006,0.011,0
イヨカン,0.46,0.867,0.009,0.001,0.118,0.005,0.02,1.9,0.17,0.14,0.18,0.002,0.001,0.0004,0.0007,0,1.6,0.26,0,0.001,0,0.0006,0.0003,0.003,0.0007,0,0.19,0.0036,0.35,0,0,0,0,0.005,0.006,0.011,0
梅干し,0.33,0.651,0.009,0.002,0.105,0.233,87,4.4,0.65,0.34,0.21,0.01,0.001,0.0011,0.0023,0,0.83,0.14,0,0.005,0,0.0002,0.0001,0.004,0.0005,0,0.01,0.0012,0,0,0,0,0,0.014,0.022,0.036,0.221
梅干し調味漬,0.96,0.687,0.015,0.006,0.211,0.081,30,1.3,0.25,0.15,0.15,0.024,0.001,0.0005,0.001,0,0.04,0.01,0,0.003,0,0.0001,0.0001,0.001,0.0003,0,0,0.0004,0,0,0,0,0,0.013,0.012,0.025,0.076
うめびしお,0.41,0.802,0.009,0.001,0.105,0.083,30,1.2,0.31,0.11,0.2,0.07,0,0.0005,0.001,0,0,0,0,0.002,0,0.0003,0.0003,0.002,0.0002,0,0,0,0,0,0,0,0,0.005,0.008,0.013,0.076
うめ飲料,0.49,0.876,0,0,0.123,0.001,0.35,0.3,0.01,0.02,0.02,0.002,0,0.0001,0.0001,0,0,0,0,0.001,0,0,0,0,0.0001,0,0,0,0,0,0,0,0,0.001,0,0.001,0.001
みかん,0.45,0.872,0.005,0.001,0.119,0.003,0.01,1.3,0.17,0.11,0.12,0.001,0.001,0.0005,0.0008,0,10,1.7,0,0.004,0,0.0007,0.0004,0.002,0.0007,0,0.24,0.0021,0.35,0,0,0,0,0.003,0.004,0.007,0
ミカン,0.45,0.872,0.005,0.001,0.119,0.003,0.01,1.3,0.17,0.11,0.12,0.001,0.001,0.0005,0.0008,0,10,1.7,0,0.004,0,0.0007,0.0004,0.002,0.0007,0,0.24,0.0021,0.35,0,0,0,0,0.003,0.004,0.007,0
みかんストレートジュース,0.41,0.885,0.005,0.001,0.106,0.003,0.01,1.3,0.08,0.08,0.11,0.002,0,0.0002,0.0003,0,4.2,0.71,0,0.002,0,0.0006,0.0001,0.002,0.0003,0,0.15,0.0014,0.29,0.0001,0.0002,0.0001,0,0,0,0,0
みかん濃縮還元ジュース,0.38,0.893,0.005,0.001,0.099,0.002,0.01,1.1,0.06,0.09,0.09,0.001,0,0.0002,0.0003,0,6.1,1,0,0.002,0,0.0006,0.0004,0.002,0.0004,0,0.2,0.0026,0.3,0.0001,0.0002,0.0001,0,0,0,0,0
ミカンジュース,0.38,0.893,0.005,0.001,0.099,0.002,0.01,1.1,0.06,0.09,0.09,0.001,0,0.0002,0.0003,0,6.1,1,0,0.002,0,0.0006,0.0004,0.002,0.0004,0,0.2,0.0026,0.3,0.0001,0.0002,0.0001,0,0,0,0,0
みかん果粒入りジュース,0.47,0.867,0.002,0,0.13,0.001,0.04,0.33,0.05,0.03,0.04,0.001,0,0.0001,0.0003,0,2.2,0.36,0,0.001,0,0.0002,0.0001,0.001,0.0001,0,0,0.0008,0.12,0,0,0,0,0,0,0,0
みかん50%果汁入り飲料,0.6,0.849,0.002,0,0.147,0.002,0.01,0.63,0.04,0.04,0.05,0.001,0,0.0001,0.0001,0,2.8,0.46,0,0.001,0,0.0003,0.0001,0.001,0.0002,0,0.08,0.001,0.18,0,0,0,0,0.001,0,0.001,0
みかん20%果汁入り飲料,0.5,0.874,0.001,0,0.124,0.001,0.01,0.21,0.02,0.02,0.02,0.001,0,0.0001,0,0,1.2,0.21,0,0.001,0,0.0001,0.0001,0,0.0001,0,0.02,0,0.07,0,0,0,0,0,0,0,0
みかん缶,0.64,0.838,0.005,0.001,0.153,0.003,0.04,0.75,0.08,0.07,0.08,0.004,0.001,0.0002,0.0003,0,4.1,0.69,0,0.005,0,0.0005,0.0002,0.002,0.0003,0,0.12,0.0009,0.15,0,0,0,0,0.002,0.003,0.005,0
ミカン缶,0.64,0.838,0.005,0.001,0.153,0.003,0.04,0.75,0.08,0.07,0.08,0.004,0.001,0.0002,0.0003,0,4.1,0.69,0,0.005,0,0.0005,0.0002,0.002,0.0003,0,0.12,0.0009,0.15,0,0,0,0,0.002,0.003,0.005,0
ミカン缶汁,0.63,0.841,0.003,0.001,0.153,0.002,0.04,0.75,0.05,0.06,0.07,0.003,0.001,0.0001,0.0002,0,0,0,0,0,0,0.0004,0.0002,0.002,0.0003,0,0.12,0.0005,0.15,0,0,0,0,0,0,0,0
バレンシアオレンジ,0.39,0.887,0.01,0.001,0.098,0.004,0.01,1.4,0.21,0.11,0.24,0.003,0.002,0.0006,0.0005,0,1.2,0.21,0,0.003,0,0.001,0.0003,0.004,0.0007,0,0.32,0.0036,0.4,0,0,0,0,0.003,0.005,0.008,0
オレンジストレートジュース,0.42,0.878,0.008,0,0.11,0.004,0.01,1.8,0.09,0.1,0.2,0.001,0,0.0004,0.0002,0,0.35,0.06,0,0.002,0,0.0007,0.0001,0.002,0.0006,0,0.25,0.0014,0.22,0,0,0,0,0.002,0.001,0.003,0
オレンジジュース,0.42,0.881,0.007,0.001,0.107,0.004,0.01,1.9,0.09,0.1,0.18,0.001,0.001,0.0003,0.0003,0,0.47,0.08,0,0.003,0,0.0007,0.0002,0.003,0.0006,0,0.27,0.0023,0.42,0,0,0,0,0.002,0,0.002,0
オレンジ濃縮還元ジュース,0.42,0.881,0.007,0.001,0.107,0.004,0.01,1.9,0.09,0.1,0.18,0.001,0.001,0.0003,0.0003,0,0.47,0.08,0,0.003,0,0.0007,0.0002,0.003,0.0006,0,0.27,0.0023,0.42,0,0,0,0,0.002,0,0.002,0
オレンジ50%果汁入り飲料,0.47,0.884,0.004,0.002,0.108,0.002,0.02,0.99,0.05,0.06,0.1,0.001,0,0.0002,0.0002,0,0.08,0.01,0,0.001,0,0.0004,0.0001,0.001,0.0003,0,0.12,0.0001,0.16,0,0,0,0,0.001,0,0.001,0
オレンジ30%果汁入り飲料,0.41,0.897,0.002,0,0.1,0.001,0.06,0.57,0.03,0.03,0.06,0,0,0.0001,0.0001,0,0,0,0,0.001,0,0.0002,0.0001,0.001,0.0002,0,0.08,0.0004,0.1,0,0,0,0,0,0,0,0
マーマレード,2.55,0.364,0.002,0.001,0.632,0.001,0.11,0.27,0.16,0.03,0.04,0.001,0,0.0001,0.0002,0,0.24,0.04,0,0.003,0,0.0001,0,0.001,0.0002,0,0.02,0,0.05,0,0,0,0,0.005,0.002,0.007,0
低糖マーマレード,1.93,0.517,0.003,0.001,0.477,0.002,0.09,0.49,0.19,0.05,0.05,0.002,0,0.0001,0.0003,0,0.56,0.09,0,0.004,0,0.0001,0,0.001,0.0002,0,0.03,0,0.04,0,0,0,0,0.009,0.004,0.013,0
柿,0.6,0.831,0.004,0.002,0.159,0.004,0.01,1.7,0.09,0.06,0.14,0.002,0.001,0.0003,0.005,0,4.2,0.7,0,0.001,0,0.0003,0.0002,0.003,0.0006,0,0.18,0.0028,0.7,0.0002,0.0004,0.0003,0,0.002,0.014,0.016,0
カキ,0.6,0.831,0.004,0.002,0.159,0.004,0.01,1.7,0.09,0.06,0.14,0.002,0.001,0.0003,0.005,0,4.2,0.7,0,0.001,0,0.0003,0.0002,0.003,0.0006,0,0.18,0.0028,0.7,0.0002,0.0004,0.0003,0,0.002,0.014,0.016,0
干し柿,2.76,0.24,0.015,0.017,0.713,0.015,0.04,6.7,0.27,0.26,0.62,0.006,0.002,0.0008,0.0148,0,14,2.4,0,0.004,0,0.0002,0,0.006,0.0013,0,0.35,0.0085,0.02,0.0015,0.0036,0.0023,0,0.013,0.127,0.14,0
かぼす,0.25,0.907,0.004,0.001,0.085,0.003,0.01,1.4,0.07,0.08,0.08,0.001,0,0.0003,0.0004,0,0.1,0.02,0,0.001,0,0.0002,0.0002,0.001,0.0003,0,0.13,0.0015,0.42,0,0,0,0,0.001,0,0.001,0
カボス,0.25,0.907,0.004,0.001,0.085,0.003,0.01,1.4,0.07,0.08,0.08,0.001,0,0.0003,0.0004,0,0.1,0.02,0,0.001,0,0.0002,0.0002,0.001,0.0003,0,0.13,0.0015,0.42,0,0,0,0,0.001,0,0.001,0
カリン,0.68,0.807,0.004,0.001,0.183,0.005,0.02,2.7,0.12,0.12,0.17,0.003,0.002,0.0009,0.0005,0,1.4,0.23,0,0.006,0,0.0001,0.0003,0.003,0.0004,0,0.12,0.0031,0.25,0,0,0,0,0.009,0.08,0.089,0
キウイフルーツ,0.53,0.847,0.01,0.001,0.135,0.007,0.02,2.9,0.33,0.13,0.32,0.003,0.001,0.0011,0.0011,0,0.66,0.11,0,0.013,0,0.0001,0.0002,0.003,0.0012,0,0.36,0.0029,0.69,0.0001,0.0002,0.0006,0,0.007,0.018,0.025,0
キワノ,0.41,0.892,0.015,0.009,0.08,0.004,0.02,1.7,0.1,0.34,0.42,0.004,0.004,0.0009,0.0013,0,0.36,0.06,0,0.009,0,0.0003,0.0001,0.002,0.0004,0,0.02,0.0014,0.02,0,0,0,0,0.006,0.02,0.026,0
きんかん,0.71,0.808,0.005,0.007,0.175,0.005,0.02,1.8,0.8,0.19,0.12,0.003,0.001,0.0003,0.0011,0,1.3,0.22,0,0.026,0,0.001,0.0006,0.006,0.0006,0,0.2,0.0029,0.49,0.0009,0.0006,0.0018,0,0.023,0.023,0.046,0
キンカン,0.71,0.808,0.005,0.007,0.175,0.005,0.02,1.8,0.8,0.19,0.12,0.003,0.001,0.0003,0.0011,0,1.3,0.22,0,0.026,0,0.001,0.0006,0.006,0.0006,0,0.2,0.0029,0.49,0.0009,0.0006,0.0018,0,0.023,0.023,0.046,0
グァバ,0.38,0.889,0.006,0.001,0.099,0.005,0.03,2.4,0.08,0.08,0.16,0.001,0.001,0.0006,0.0009,0,6,1,0,0.003,0,0.0003,0.0004,0.008,0.0006,0,0.41,0.0032,2.2,0,0,0,0,0.007,0.044,0.051,0
グァバジュース,0.51,0.874,0.001,0.001,0.123,0.001,0.04,0.49,0.03,0.02,0.03,0.002,0,0.0001,0.0003,0,0.24,0.04,0,0.001,0,0,0.0001,0.001,0.0001,0,0.09,0,0.19,0,0,0,0,0.002,0.006,0.008,0
グズベリー,0.52,0.852,0.01,0.001,0.132,0.005,0.01,2,0.14,0.1,0.24,0.013,0.001,0.0005,0.0015,0,1.3,0.21,0,0.01,0,0.0002,0.0002,0.002,0.0002,0,0.47,0.004,0.22,0,0,0,0,0.007,0.018,0.025,0
グミ,0.68,0.81,0.013,0.002,0.172,0.003,0.02,1.3,0.1,0.04,0.24,0.002,0.001,0.001,0.0015,0,3.8,0.64,0,0.023,0,0.0001,0.0004,0.003,0.0002,0,0.15,0.0045,0.05,0,0,0,0,0.002,0.018,0.02,0
グレープフルーツ,0.38,0.89,0.009,0.001,0.096,0.004,0.01,1.4,0.15,0.09,0.17,0,0.001,0.0004,0.0001,0,0,0,0,0.003,0,0.0007,0.0003,0.003,0.0004,0,0.15,0.0039,0.36,0,0,0,0,0.002,0.004,0.006,0
グレープフルーツルビー,0.38,0.89,0.009,0.001,0.096,0.004,0.01,1.4,0.15,0.09,0.17,0,0.001,0.0004,0.0001,0,4.1,0.68,0,0.003,0,0.0007,0.0003,0.003,0.0004,0,0.15,0.0039,0.36,0,0,0,0,0.002,0.004,0.006,0
グレープフルーツストレートジュース,0.4,0.887,0.006,0.001,0.103,0.003,0.01,1.8,0.09,0.09,0.12,0.001,0,0.0003,0.0001,0,0,0,0,0.002,0,0.0004,0.0001,0.002,0.0003,0,0.11,0.0023,0.38,0,0,0,0,0.001,0,0.001,0
グレープフルーツ濃縮還元ジュース,0.35,0.901,0.007,0.001,0.088,0.003,0.01,1.6,0.09,0.09,0.12,0.001,0,0.0004,0.0001,0,1.1,0.19,0,0.002,0,0.0006,0.0002,0.003,0.0003,0,0.1,0.0025,0.53,0,0,0,0,0.002,0,0.002,0
グレープフルーツジュース,0.35,0.901,0.007,0.001,0.088,0.003,0.01,1.6,0.09,0.09,0.12,0.001,0,0.0004,0.0001,0,1.1,0.19,0,0.002,0,0.0006,0.0002,0.003,0.0003,0,0.1,0.0025,0.53,0,0,0,0,0.002,0,0.002,0
グレープフルーツ50%果汁入り飲料,0.46,0.884,0.003,0,0.111,0.002,0.04,0.9,0.07,0.06,0.06,0.001,0,0.0002,0.0001,0,0,0,0,0.001,0,0.0002,0,0.001,0.0002,0,0.05,0,0.19,0,0,0,0,0.001,0,0.001,0
グレープフルーツ20%果汁入り飲料,0.39,0.901,0.001,0,0.097,0.001,0.02,0.34,0.03,0.02,0.03,0.001,0,0.0001,0,0,0,0,0,0.002,0,0,0,0,0.0001,0,0.02,0,0.08,0,0,0,0,0,0,0,0
グレープフルーツ缶,0.7,0.821,0.005,0,0.171,0.003,0.02,1.1,0.13,0.06,0.1,0.001,0.001,0.0003,0.0001,0,0,0,0,0.001,0,0.0003,0,0.002,0.0003,0,0.09,0.0016,0.26,0,0,0,0,0.004,0.002,0.006,0
ココナッツミルク,0.2,0.943,0.002,0.001,0.05,0.004,0.11,2.3,0.11,0.06,0.11,0.001,0.001,0,0.0016,0,0,0,0,0,0,0.0001,0.0001,0.001,0,0,0.01,0,0.02,0,0,0,0,0,0,0,0
ゴレンシ,0.3,0.914,0.007,0.001,0.075,0.003,0.01,1.4,0.05,0.09,0.1,0.002,0.002,0.0002,0.001,0,0.74,0.12,0,0.003,0,0.0003,0.0002,0.003,0.0002,0,0.11,0.0038,0.12,0,0,0,0,0.004,0.014,0.018,0
さくらんぼ,0.6,0.831,0.01,0.002,0.152,0.005,0.01,2.1,0.13,0.06,0.17,0.003,0.001,0.0005,0,0,0.98,0.16,0,0.005,0,0.0003,0.0003,0.002,0.0002,0,0.38,0.0024,0.1,0,0,0,0,0.001,0.011,0.012,0
サクランボ,0.6,0.831,0.01,0.002,0.152,0.005,0.01,2.1,0.13,0.06,0.17,0.003,0.001,0.0005,0,0,0.98,0.16,0,0.005,0,0.0003,0.0003,0.002,0.0002,0,0.38,0.0024,0.1,0,0,0,0,0.001,0.011,0.012,0
アメリカンチェリー,0.66,0.811,0.012,0.001,0.171,0.005,0.01,2.6,0.15,0.12,0.23,0.003,0.001,0.0008,0.0011,0,0.23,0.04,0,0.005,0,0.0003,0.0003,0.002,0.0002,0,0.42,0.0029,0.09,0,0,0,0,0.006,0.008,0.014,0
サクランボ缶,0.74,0.815,0.006,0.001,0.176,0.002,0.03,1,0.1,0.05,0.12,0.004,0.005,0.0006,0.0008,0,0.41,0.07,0,0.005,0,0.0001,0.0001,0.001,0.0001,0,0.12,0,0.07,0,0,0,0,0.006,0.004,0.01,0
ざくろ,0.56,0.839,0.002,0,0.155,0.004,0.01,2.5,0.08,0.06,0.15,0.001,0.002,0.0006,0.0005,0,0,0,0,0.001,0,0.0001,0.0001,0.002,0.0004,0,0.06,0.0032,0.1,0,0,0,0,0,0,0,0
ザクロ,0.56,0.839,0.002,0,0.155,0.004,0.01,2.5,0.08,0.06,0.15,0.001,0.002,0.0006,0.0005,0,0,0,0,0.001,0,0.0001,0.0001,0.002,0.0004,0,0.06,0.0032,0.1,0,0,0,0,0,0,0,0
さんぼうかん,0.44,0.876,0.007,0.003,0.109,0.005,0.02,2.8,0.23,0.11,0.19,0.002,0.001,0.0006,0.0005,0,0.51,0.09,0,0.002,0,0.0007,0.0003,0.004,0.0006,0,0.16,0.0035,0.39,0,0,0,0,0.003,0.006,0.009,0
サンポウカン,0.44,0.876,0.007,0.003,0.109,0.005,0.02,2.8,0.23,0.11,0.19,0.002,0.001,0.0006,0.0005,0,0.51,0.09,0,0.002,0,0.0007,0.0003,0.004,0.0006,0,0.16,0.0035,0.39,0,0,0,0,0.003,0.006,0.009,0
すいか,0.37,0.896,0.006,0.001,0.095,0.002,0.01,1.2,0.04,0.11,0.08,0.002,0.001,0.0003,0.0003,0,8.3,1.4,0,0.001,0,0.0003,0.0002,0.002,0.0007,0,0.03,0.0022,0.1,0,0,0,0,0.001,0.002,0.003,0
スイカ,0.37,0.896,0.006,0.001,0.095,0.002,0.01,1.2,0.04,0.11,0.08,0.002,0.001,0.0003,0.0003,0,8.3,1.4,0,0.001,0,0.0003,0.0002,0.002,0.0007,0,0.03,0.0022,0.1,0,0,0,0,0.001,0.002,0.003,0
すだち,0.2,0.925,0.005,0.001,0.066,0.003,0.01,1.4,0.16,0.15,0.11,0.002,0.002,0.0003,0.0005,0,0,0,0,0.003,0,0.0003,0.0002,0.002,0.0008,0,0.13,0.0013,0.4,0,0,0,0,0.001,0,0.001,0
スダチ,0.2,0.925,0.005,0.001,0.066,0.003,0.01,1.4,0.16,0.15,0.11,0.002,0.002,0.0003,0.0005,0,0,0,0,0.003,0,0.0003,0.0002,0.002,0.0008,0,0.13,0.0013,0.4,0,0,0,0,0.001,0,0.001,0
すもも,0.44,0.886,0.006,0.01,0.094,0.004,0.01,1.5,0.05,0.05,0.14,0.002,0.001,0.0003,0.0007,0,0.79,0.13,0,0.006,0,0.0002,0.0002,0.003,0.0004,0,0.37,0.0014,0.04,0,0,0,0,0.004,0.012,0.016,0
スモモ,0.44,0.886,0.006,0.01,0.094,0.004,0.01,1.5,0.05,0.05,0.14,0.002,0.001,0.0003,0.0007,0,0.79,0.13,0,0.006,0,0.0002,0.0002,0.003,0.0004,0,0.37,0.0014,0.04,0,0,0,0,0.004,0.012,0.016,0
プルーン,0.49,0.862,0.007,0.001,0.126,0.004,0.01,2.2,0.06,0.07,0.14,0.002,0.001,0.0006,0.0009,0,4.8,0.8,0,0.013,0,0.0003,0.0003,0.005,0.0006,0,0.35,0.0022,0.04,0,0,0,0,0.009,0.01,0.019,0
だいだい,0.24,0.912,0.003,0.002,0.08,0.003,0.01,1.9,0.1,0.1,0.08,0.001,0,0.0002,0.0002,0,0.18,0.03,0,0.001,0,0.0003,0.0002,0.004,0.0002,0,0.13,0.0012,0.35,0,0,0,0,0,0,0,0
ダイダイ,0.24,0.912,0.003,0.002,0.08,0.003,0.01,1.9,0.1,0.1,0.08,0.001,0,0.0002,0.0002,0,0.18,0.03,0,0.001,0,0.0003,0.0002,0.004,0.0002,0,0.13,0.0012,0.35,0,0,0,0,0,0,0,0
タンゴール,0.5,0.859,0.009,0.001,0.127,0.004,0.02,1.8,0.07,0.09,0.18,0,0.001,0.0002,0.0003,0,5.5,0.91,0,0.003,0,0.0009,0.0003,0.003,0.0007,0,0.24,0.0029,0.53,0,0,0,0,0.003,0.002,0.005,0
ドリアン,1.33,0.664,0.023,0.033,0.271,0.009,0,5.1,0.05,0.27,0.36,0.003,0.003,0.0019,0.0031,0,0.36,0.06,0,0.023,0,0.0033,0.002,0.014,0.0025,0,1.5,0.0022,0.31,0.0118,0.0118,0.0028,0,0.007,0.014,0.021,0
なし,0.43,0.88,0.003,0.001,0.113,0.003,0,1.4,0.02,0.05,0.11,0,0.001,0.0006,0.0004,0,0,0,0,0.001,0,0.0002,0,0.002,0.0002,0,0.06,0.0014,0.03,0,0,0,0,0.002,0.007,0.009,0
ナシ,0.43,0.88,0.003,0.001,0.113,0.003,0,1.4,0.02,0.05,0.11,0,0.001,0.0006,0.0004,0,0,0,0,0.001,0,0.0002,0,0.002,0.0002,0,0.06,0.0014,0.03,0,0,0,0,0.002,0.007,0.009,0
なし缶,0.78,0.805,0.001,0.001,0.191,0.002,0.04,0.75,0.03,0.04,0.06,0.002,0.001,0.0004,0.0002,0,0,0,0,0.001,0,0,0,0.001,0.0002,0,0.03,0,0,0,0,0,0,0.001,0.006,0.007,0
ナシ缶,0.78,0.805,0.001,0.001,0.191,0.002,0.04,0.75,0.03,0.04,0.06,0.002,0.001,0.0004,0.0002,0,0,0,0,0.001,0,0,0,0.001,0.0002,0,0.03,0,0,0,0,0,0,0.001,0.006,0.007,0
洋なし,0.54,0.849,0.003,0.001,0.144,0.003,0,1.4,0.05,0.04,0.13,0.001,0.001,0.0012,0.0004,0,0,0,0,0.003,0,0.0002,0.0001,0.002,0.0002,0,0.04,0.0009,0.03,0,0,0,0,0.007,0.012,0.019,0
洋ナシ,0.54,0.849,0.003,0.001,0.144,0.003,0,1.4,0.05,0.04,0.13,0.001,0.001,0.0012,0.0004,0,0,0,0,0.003,0,0.0002,0.0001,0.002,0.0002,0,0.04,0.0009,0.03,0,0,0,0,0.007,0.012,0.019,0
洋なし缶,0.85,0.788,0.002,0.001,0.207,0.002,0.01,0.55,0.04,0.04,0.05,0.001,0.001,0.0005,0.0003,0,0,0,0,0.002,0,0.0001,0.0002,0.003,0.0001,0,0.04,0,0,0,0,0,0,0.004,0.006,0.01,0
洋ナシ缶,0.85,0.788,0.002,0.001,0.207,0.002,0.01,0.55,0.04,0.04,0.05,0.001,0.001,0.0005,0.0003,0,0,0,0,0.002,0,0.0001,0.0002,0.003,0.0001,0,0.04,0,0,0,0,0,0,0.004,0.006,0.01,0
なつみかん,0.4,0.886,0.009,0.001,0.1,0.004,0.01,1.9,0.16,0.1,0.21,0.002,0.001,0.0005,0.0004,0,0.85,0.14,0,0.003,0,0.0008,0.0003,0.004,0.0005,0,0.25,0.0029,0.38,0,0,0,0,0.004,0.008,0.012,0
ナツミカン,0.4,0.886,0.009,0.001,0.1,0.004,0.01,1.9,0.16,0.1,0.21,0.002,0.001,0.0005,0.0004,0,0.85,0.14,0,0.003,0,0.0008,0.0003,0.004,0.0005,0,0.25,0.0029,0.38,0,0,0,0,0.004,0.008,0.012,0
ナツミカン缶,0.81,0.797,0.005,0.001,0.194,0.003,0.04,0.92,0.11,0.08,0.12,0.001,0.001,0.0003,0.0003,0,0.11,0.02,0,0.002,0,0.0004,0,0.002,0.0003,0,0.12,0.0007,0.14,0,0,0,0,0.003,0.002,0.005,0
なつみかん缶,0.81,0.797,0.005,0.001,0.194,0.003,0.04,0.92,0.11,0.08,0.12,0.001,0.001,0.0003,0.0003,0,0.11,0.02,0,0.002,0,0.0004,0,0.002,0.0003,0,0.12,0.0007,0.14,0,0,0,0,0.003,0.002,0.005,0
パイン,0.51,0.855,0.006,0.001,0.134,0.004,0,1.5,0.1,0.14,0.09,0.002,0.001,0.0011,0.0076,0,0.3,0.05,0,0,0,0.0008,0.0002,0.002,0.0008,0,0.11,0.0028,0.27,0,0,0,0,0.001,0.014,0.015,0
パインストレートジュース,0.41,0.882,0.003,0.001,0.11,0.004,0.01,2.1,0.22,0.1,0.13,0.004,0.001,0.0003,0.0087,0,0.09,0.01,0,0,0,0.0004,0.0001,0.002,0.0007,0,0.09,0.0019,0.06,0,0,0,0,0,0,0,0
パイン濃縮還元ジュース,0.41,0.883,0.001,0.001,0.111,0.004,0.01,1.9,0.09,0.1,0.12,0.003,0.001,0.0003,0.0116,0,0.12,0.02,0,0,0,0.0005,0.0002,0.002,0.0005,0,0.07,0.0017,0.05,0,0,0,0,0,0,0,0
パインジュース,0.41,0.883,0.001,0.001,0.111,0.004,0.01,1.9,0.09,0.1,0.12,0.003,0.001,0.0003,0.0116,0,0.12,0.02,0,0,0,0.0005,0.0002,0.002,0.0005,0,0.07,0.0017,0.05,0,0,0,0,0,0,0,0
パイン50%果汁入り飲料,0.51,0.873,0.003,0.001,0.121,0.002,0.01,0.95,0.06,0.04,0.05,0.001,0,0.0002,0.0033,0,0.04,0.01,0,0,0,0.0003,0.0001,0.001,0.0004,0,0,0.0007,0.03,0,0,0,0,0,0,0,0
パイン10%果汁入り飲料,0.5,0.876,0,0,0.124,0,0.01,0.18,0.02,0.02,0.01,0.002,0,0,0.0018,0,0,0,0,0,0,0,0,0,0.0001,0,0.01,0,0,0,0,0,0,0,0,0,0
パイン缶詰,0.84,0.789,0.004,0.001,0.203,0.003,0.01,1.2,0.07,0.09,0.07,0.003,0.001,0.0007,0.0158,0,0.12,0.02,0,0,0,0.0007,0.0001,0.002,0.0006,0,0.07,0.0006,0.07,0,0,0,0,0,0.005,0.005,0
ハスカップ,0.53,0.855,0.007,0.006,0.128,0.004,0,1.9,0.38,0.11,0.25,0.006,0.001,0.0006,0,0,1.3,0.22,0,0.011,0,0.0002,0.0003,0.005,0.0004,0,0.07,0.0029,0.44,0,0,0,0,0.006,0.015,0.021,0
はっさく,0.45,0.872,0.008,0.001,0.115,0.004,0.01,1.8,0.13,0.1,0.17,0.001,0.001,0.0004,0.0003,0,1.1,0.18,0,0.003,0,0.0006,0.0003,0.002,0.0007,0,0.16,0.003,0.4,0,0,0,0,0.002,0.013,0.015,0
ハッサク,0.45,0.872,0.008,0.001,0.115,0.004,0.01,1.8,0.13,0.1,0.17,0.001,0.001,0.0004,0.0003,0,1.1,0.18,0,0.003,0,0.0006,0.0003,0.002,0.0007,0,0.16,0.003,0.4,0,0,0,0,0.002,0.013,0.015,0
